_id,Timestamp,Redemption Count,Sales Count
266,2025-06-22T11:15:00,463,318
267,2025-06-22T11:00:00,373,327
268,2025-06-22T10:45:00,264,214
269,2025-06-22T10:30:00,327,279
270,2025-06-22T10:15:00,300,280
271,2025-06-22T10:00:00,303,278
272,2025-06-22T09:45:00,224,221
273,2025-06-22T09:30:00,216,196
274,2025-06-22T09:15:00,127,129
275,2025-06-22T09:00:00,143,214
276,2025-06-22T08:45:00,58,103
277,2025-06-22T08:30:00,47,105
278,2025-06-22T08:15:00,49,104
279,2025-06-22T08:00:00,23,59
280,2025-06-22T07:45:00,11,34
281,2025-06-22T07:30:00,17,23
282,2025-06-22T07:15:00,6,24
283,2025-06-22T07:00:00,3,18
284,2025-06-22T06:45:00,5,16
285,2025-06-22T06:30:00,20,18
286,2025-06-22T06:00:00,0,7
287,2025-06-22T05:45:00,0,4
288,2025-06-22T05:30:00,0,5
289,2025-06-22T04:00:00,0,2
290,2025-06-22T03:15:00,0,3
291,2025-06-22T03:00:00,0,1
292,2025-06-22T02:45:00,0,1
293,2025-06-22T02:30:00,0,2
294,2025-06-22T02:15:00,0,7
295,2025-06-22T02:00:00,0,4
296,2025-06-22T01:45:00,0,4
297,2025-06-22T01:30:00,0,14
298,2025-06-22T01:15:00,0,4
299,2025-06-22T01:00:00,0,12
300,2025-06-22T00:45:00,0,21
301,2025-06-22T00:30:00,0,16
302,2025-06-22T00:15:00,0,15
303,2025-06-22T00:00:00,0,20
304,2025-06-21T23:45:00,0,32
305,2025-06-21T23:30:00,5,33
306,2025-06-21T23:15:00,3,39
307,2025-06-21T23:00:00,11,37
308,2025-06-21T22:45:00,11,50
309,2025-06-21T22:30:00,20,62
310,2025-06-21T22:15:00,13,50
311,2025-06-21T22:00:00,31,60
312,2025-06-21T21:45:00,24,60
313,2025-06-21T21:30:00,27,70
314,2025-06-21T21:15:00,34,35
315,2025-06-21T21:00:00,30,80
316,2025-06-21T20:45:00,95,77
317,2025-06-21T20:30:00,69,119
318,2025-06-21T20:15:00,43,82
319,2025-06-21T20:00:00,62,95
320,2025-06-21T19:45:00,68,101
321,2025-06-21T19:30:00,141,149
322,2025-06-21T19:15:00,114,125
323,2025-06-21T19:00:00,184,188
324,2025-06-21T18:45:00,142,131
325,2025-06-21T18:30:00,172,178
326,2025-06-21T18:15:00,141,141
327,2025-06-21T18:00:00,135,143
328,2025-06-21T17:45:00,185,195
329,2025-06-21T17:30:00,227,201
330,2025-06-21T17:15:00,196,184
331,2025-06-21T17:00:00,211,216
332,2025-06-21T16:45:00,263,236
333,2025-06-21T16:30:00,312,207
334,2025-06-21T16:15:00,301,281
335,2025-06-21T16:00:00,329,280
336,2025-06-21T15:45:00,324,306
337,2025-06-21T15:30:00,286,273
338,2025-06-21T15:15:00,361,308
339,2025-06-21T15:00:00,320,267
340,2025-06-21T14:45:00,271,257
341,2025-06-21T14:30:00,375,376
342,2025-06-21T14:15:00,424,334
343,2025-06-21T14:00:00,320,300
344,2025-06-21T13:45:00,184,260
345,2025-06-21T13:30:00,429,315
346,2025-06-21T13:15:00,516,493
347,2025-06-21T13:00:00,386,336
348,2025-06-21T12:45:00,386,325
349,2025-06-21T12:30:00,489,443
350,2025-06-21T12:15:00,374,371
351,2025-06-21T12:00:00,329,302
352,2025-06-21T11:45:00,377,301
353,2025-06-21T11:30:00,346,328
354,2025-06-21T11:15:00,438,409
355,2025-06-21T11:00:00,259,305
356,2025-06-21T10:45:00,245,263
357,2025-06-21T10:30:00,261,249
358,2025-06-21T10:15:00,254,231
359,2025-06-21T10:00:00,287,204
360,2025-06-21T09:45:00,222,231
361,2025-06-21T09:30:00,213,156
362,2025-06-21T09:15:00,100,154
363,2025-06-21T09:00:00,72,103
364,2025-06-21T08:45:00,48,89
365,2025-06-21T08:30:00,24,65
366,2025-06-21T08:15:00,55,77
367,2025-06-21T08:00:00,10,60
368,2025-06-21T07:45:00,4,35
369,2025-06-21T07:30:00,14,42
370,2025-06-21T07:15:00,10,24
371,2025-06-21T07:00:00,6,8
372,2025-06-21T06:45:00,13,10
373,2025-06-21T06:30:00,7,30
374,2025-06-21T06:15:00,0,10
375,2025-06-21T05:30:00,0,1
376,2025-06-21T05:00:00,0,3
377,2025-06-21T04:15:00,0,4
378,2025-06-21T03:15:00,0,6
379,2025-06-21T03:00:00,0,12
380,2025-06-21T02:45:00,0,5
381,2025-06-21T02:30:00,0,8
382,2025-06-21T02:15:00,0,7
383,2025-06-21T02:00:00,0,5
384,2025-06-21T01:30:00,0,3
385,2025-06-21T01:15:00,0,9
386,2025-06-21T01:00:00,0,4
387,2025-06-21T00:45:00,0,5
388,2025-06-21T00:30:00,0,30
389,2025-06-21T00:15:00,0,12
390,2025-06-21T00:00:00,0,28
391,2025-06-20T23:45:00,0,23
392,2025-06-20T23:30:00,20,63
393,2025-06-20T23:15:00,10,40
394,2025-06-20T23:00:00,12,24
395,2025-06-20T22:45:00,25,53
396,2025-06-20T22:30:00,23,59
397,2025-06-20T22:15:00,13,48
398,2025-06-20T22:00:00,7,62
399,2025-06-20T21:45:00,12,44
400,2025-06-20T21:30:00,46,70
401,2025-06-20T21:15:00,49,88
402,2025-06-20T21:00:00,20,37
403,2025-06-20T20:45:00,57,74
404,2025-06-20T20:30:00,52,71
405,2025-06-20T20:15:00,59,77
406,2025-06-20T20:00:00,76,98
407,2025-06-20T19:45:00,95,98
408,2025-06-20T19:30:00,85,85
409,2025-06-20T19:15:00,73,110
410,2025-06-20T19:00:00,85,113
411,2025-06-20T18:45:00,107,113
412,2025-06-20T18:30:00,216,112
413,2025-06-20T18:15:00,133,158
414,2025-06-20T18:00:00,96,102
415,2025-06-20T17:45:00,112,148
416,2025-06-20T17:30:00,127,163
417,2025-06-20T17:15:00,78,114
418,2025-06-20T17:00:00,127,148
419,2025-06-20T16:45:00,133,117
420,2025-06-20T16:30:00,129,150
421,2025-06-20T16:15:00,131,156
422,2025-06-20T16:00:00,166,172
423,2025-06-20T15:45:00,86,115
424,2025-06-20T15:30:00,120,128
425,2025-06-20T15:15:00,173,174
426,2025-06-20T15:00:00,159,144
427,2025-06-20T14:45:00,184,199
428,2025-06-20T14:30:00,270,224
429,2025-06-20T14:15:00,257,326
430,2025-06-20T14:00:00,202,220
431,2025-06-20T13:45:00,134,132
432,2025-06-20T13:30:00,208,208
433,2025-06-20T13:15:00,261,196
434,2025-06-20T13:00:00,113,154
435,2025-06-20T12:45:00,257,198
436,2025-06-20T12:30:00,208,168
437,2025-06-20T12:15:00,143,167
438,2025-06-20T12:00:00,201,243
439,2025-06-20T11:45:00,209,201
440,2025-06-20T11:30:00,253,241
441,2025-06-20T11:15:00,242,177
442,2025-06-20T11:00:00,188,196
443,2025-06-20T10:45:00,148,132
444,2025-06-20T10:30:00,236,188
445,2025-06-20T10:15:00,206,408
446,2025-06-20T10:00:00,198,151
447,2025-06-20T09:45:00,237,123
448,2025-06-20T09:30:00,422,443
449,2025-06-20T09:15:00,71,85
450,2025-06-20T09:00:00,63,108
451,2025-06-20T08:45:00,23,88
452,2025-06-20T08:30:00,42,60
453,2025-06-20T08:15:00,35,39
454,2025-06-20T08:00:00,21,12
455,2025-06-20T07:45:00,11,45
456,2025-06-20T07:30:00,21,25
457,2025-06-20T07:15:00,6,39
458,2025-06-20T07:00:00,4,14
459,2025-06-20T06:45:00,11,6
460,2025-06-20T06:30:00,9,0
461,2025-06-20T06:15:00,0,5
462,2025-06-20T06:00:00,0,3
463,2025-06-20T04:45:00,0,2
464,2025-06-20T04:15:00,0,1
465,2025-06-20T03:45:00,0,3
466,2025-06-20T03:00:00,0,4
467,2025-06-20T02:45:00,0,1
468,2025-06-20T02:00:00,0,5
469,2025-06-20T01:45:00,0,2
470,2025-06-20T01:30:00,0,4
471,2025-06-20T01:15:00,0,2
472,2025-06-20T01:00:00,0,4
473,2025-06-20T00:45:00,0,6
474,2025-06-20T00:30:00,0,3
475,2025-06-20T00:15:00,0,9
476,2025-06-20T00:00:00,0,25
477,2025-06-19T23:45:00,0,2
478,2025-06-19T23:30:00,2,7
479,2025-06-19T23:15:00,1,8
480,2025-06-19T23:00:00,11,22
481,2025-06-19T22:45:00,0,11
482,2025-06-19T22:30:00,10,26
483,2025-06-19T22:15:00,22,39
484,2025-06-19T22:00:00,23,32
485,2025-06-19T21:45:00,6,15
486,2025-06-19T21:30:00,23,30
487,2025-06-19T21:15:00,24,36
488,2025-06-19T21:00:00,8,15
489,2025-06-19T20:45:00,18,23
490,2025-06-19T20:30:00,22,15
491,2025-06-19T20:15:00,12,15
492,2025-06-19T20:00:00,10,16
493,2025-06-19T19:45:00,32,27
494,2025-06-19T19:30:00,46,38
495,2025-06-19T19:15:00,27,24
496,2025-06-19T19:00:00,23,22
497,2025-06-19T18:45:00,32,49
498,2025-06-19T18:30:00,71,81
499,2025-06-19T18:15:00,88,65
500,2025-06-19T18:00:00,43,54
501,2025-06-19T17:45:00,25,31
502,2025-06-19T17:30:00,89,62
503,2025-06-19T17:15:00,51,101
504,2025-06-19T17:00:00,52,84
505,2025-06-19T16:45:00,62,68
506,2025-06-19T16:30:00,112,101
507,2025-06-19T16:15:00,65,80
508,2025-06-19T16:00:00,72,71
509,2025-06-19T15:45:00,88,89
510,2025-06-19T15:30:00,70,77
511,2025-06-19T15:15:00,86,86
512,2025-06-19T15:00:00,202,190
513,2025-06-19T14:45:00,46,63
514,2025-06-19T14:30:00,66,90
515,2025-06-19T14:15:00,83,88
516,2025-06-19T14:00:00,82,85
517,2025-06-19T13:45:00,28,43
518,2025-06-19T13:30:00,127,108
519,2025-06-19T13:15:00,121,115
520,2025-06-19T13:00:00,76,81
521,2025-06-19T12:45:00,41,54
522,2025-06-19T12:30:00,121,226
523,2025-06-19T12:15:00,72,58
524,2025-06-19T12:00:00,112,92
525,2025-06-19T11:45:00,60,46
526,2025-06-19T11:30:00,57,50
527,2025-06-19T11:15:00,130,288
528,2025-06-19T11:00:00,57,59
529,2025-06-19T10:45:00,47,65
530,2025-06-19T10:30:00,66,73
531,2025-06-19T10:15:00,91,78
532,2025-06-19T10:00:00,224,83
533,2025-06-19T09:45:00,139,118
534,2025-06-19T09:30:00,42,75
535,2025-06-19T09:15:00,15,16
536,2025-06-19T09:00:00,24,8
537,2025-06-19T08:45:00,3,6
538,2025-06-19T08:30:00,19,33
539,2025-06-19T08:15:00,24,7
540,2025-06-19T08:00:00,15,17
541,2025-06-19T07:45:00,11,21
542,2025-06-19T07:30:00,8,4
543,2025-06-19T07:15:00,8,3
544,2025-06-19T07:00:00,4,27
545,2025-06-19T06:45:00,1,6
546,2025-06-19T06:30:00,4,1
547,2025-06-19T06:15:00,0,3
548,2025-06-19T06:00:00,0,3
549,2025-06-19T03:00:00,0,1
550,2025-06-19T02:45:00,0,2
551,2025-06-19T02:30:00,0,2
552,2025-06-19T01:30:00,0,12
553,2025-06-19T01:15:00,0,1
554,2025-06-19T00:45:00,0,4
555,2025-06-19T00:00:00,0,5
556,2025-06-18T23:30:00,3,1
557,2025-06-18T23:15:00,3,12
558,2025-06-18T23:00:00,5,9
559,2025-06-18T22:45:00,10,18
560,2025-06-18T22:30:00,8,7
561,2025-06-18T22:15:00,2,20
562,2025-06-18T22:00:00,30,33
563,2025-06-18T21:45:00,2,2
564,2025-06-18T21:30:00,6,12
565,2025-06-18T21:15:00,17,21
566,2025-06-18T21:00:00,18,20
567,2025-06-18T20:45:00,7,28
568,2025-06-18T20:30:00,33,24
569,2025-06-18T20:15:00,20,32
570,2025-06-18T20:00:00,41,45
571,2025-06-18T19:45:00,9,11
572,2025-06-18T19:30:00,43,43
573,2025-06-18T19:15:00,11,14
574,2025-06-18T19:00:00,34,32
575,2025-06-18T18:45:00,21,17
576,2025-06-18T18:30:00,41,31
577,2025-06-18T18:15:00,28,32
578,2025-06-18T18:00:00,22,22
579,2025-06-18T17:45:00,24,30
580,2025-06-18T17:30:00,29,23
581,2025-06-18T17:15:00,30,35
582,2025-06-18T17:00:00,16,14
583,2025-06-18T16:45:00,6,8
584,2025-06-18T16:30:00,34,47
585,2025-06-18T16:15:00,8,1
586,2025-06-18T16:00:00,21,9
587,2025-06-18T15:45:00,29,29
588,2025-06-18T15:30:00,27,23
589,2025-06-18T15:15:00,33,116
590,2025-06-18T15:00:00,65,58
591,2025-06-18T14:45:00,60,47
592,2025-06-18T14:30:00,177,174
593,2025-06-18T14:15:00,74,107
594,2025-06-18T14:00:00,66,55
595,2025-06-18T13:45:00,20,29
596,2025-06-18T13:30:00,21,31
597,2025-06-18T13:15:00,12,10
598,2025-06-18T13:00:00,62,66
599,2025-06-18T12:45:00,78,68
600,2025-06-18T12:30:00,106,70
601,2025-06-18T12:15:00,70,87
602,2025-06-18T12:00:00,143,93
603,2025-06-18T11:45:00,68,109
604,2025-06-18T11:30:00,69,57
605,2025-06-18T11:15:00,103,82
606,2025-06-18T11:00:00,83,108
607,2025-06-18T10:45:00,86,106
608,2025-06-18T10:30:00,48,63
609,2025-06-18T10:15:00,111,123
610,2025-06-18T10:00:00,86,53
611,2025-06-18T09:45:00,26,13
612,2025-06-18T09:30:00,95,59
613,2025-06-18T09:15:00,42,48
614,2025-06-18T09:00:00,30,27
615,2025-06-18T08:45:00,15,25
616,2025-06-18T08:30:00,20,13
617,2025-06-18T08:15:00,46,31
618,2025-06-18T08:00:00,12,27
619,2025-06-18T07:45:00,5,10
620,2025-06-18T07:30:00,16,8
621,2025-06-18T07:15:00,13,8
622,2025-06-18T07:00:00,4,10
623,2025-06-18T06:45:00,10,8
624,2025-06-18T06:30:00,20,15
625,2025-06-18T04:00:00,0,2
626,2025-06-18T01:15:00,0,10
627,2025-06-18T00:45:00,0,2
628,2025-06-18T00:30:00,0,4
629,2025-06-17T23:45:00,0,7
630,2025-06-17T23:30:00,4,3
631,2025-06-17T23:15:00,1,13
632,2025-06-17T23:00:00,4,5
633,2025-06-17T22:45:00,3,13
634,2025-06-17T22:30:00,16,12
635,2025-06-17T22:15:00,12,29
636,2025-06-17T22:00:00,7,16
637,2025-06-17T21:45:00,2,18
638,2025-06-17T21:30:00,19,15
639,2025-06-17T21:15:00,15,19
640,2025-06-17T21:00:00,20,22
641,2025-06-17T20:45:00,52,51
642,2025-06-17T20:30:00,33,30
643,2025-06-17T20:15:00,36,35
644,2025-06-17T20:00:00,47,55
645,2025-06-17T19:45:00,22,18
646,2025-06-17T19:30:00,91,91
647,2025-06-17T19:15:00,31,37
648,2025-06-17T19:00:00,60,101
649,2025-06-17T18:45:00,49,116
650,2025-06-17T18:30:00,71,67
651,2025-06-17T18:15:00,76,72
652,2025-06-17T18:00:00,65,60
653,2025-06-17T17:45:00,66,72
654,2025-06-17T17:30:00,136,84
655,2025-06-17T17:15:00,83,86
656,2025-06-17T17:00:00,60,71
657,2025-06-17T16:45:00,79,83
658,2025-06-17T16:30:00,59,71
659,2025-06-17T16:15:00,75,76
660,2025-06-17T16:00:00,127,102
661,2025-06-17T15:45:00,115,84
662,2025-06-17T15:30:00,76,98
663,2025-06-17T15:15:00,86,113
664,2025-06-17T15:00:00,126,113
665,2025-06-17T14:45:00,168,333
666,2025-06-17T14:30:00,164,150
667,2025-06-17T14:15:00,129,126
668,2025-06-17T14:00:00,162,152
669,2025-06-17T13:45:00,94,85
670,2025-06-17T13:30:00,237,184
671,2025-06-17T13:15:00,168,153
672,2025-06-17T13:00:00,213,271
673,2025-06-17T12:45:00,143,155
674,2025-06-17T12:30:00,148,127
675,2025-06-17T12:15:00,109,95
676,2025-06-17T12:00:00,154,143
677,2025-06-17T11:45:00,133,126
678,2025-06-17T11:30:00,141,139
679,2025-06-17T11:15:00,207,136
680,2025-06-17T11:00:00,151,111
681,2025-06-17T10:45:00,103,88
682,2025-06-17T10:30:00,155,196
683,2025-06-17T10:15:00,72,77
684,2025-06-17T10:00:00,129,73
685,2025-06-17T09:45:00,199,65
686,2025-06-17T09:30:00,89,68
687,2025-06-17T09:15:00,37,49
688,2025-06-17T09:00:00,35,122
689,2025-06-17T08:45:00,19,41
690,2025-06-17T08:30:00,33,40
691,2025-06-17T08:15:00,37,74
692,2025-06-17T08:00:00,15,9
693,2025-06-17T07:45:00,9,23
694,2025-06-17T07:30:00,11,13
695,2025-06-17T07:15:00,4,7
696,2025-06-17T07:00:00,10,13
697,2025-06-17T06:45:00,0,8
698,2025-06-17T06:30:00,6,4
699,2025-06-17T06:15:00,1,1
700,2025-06-17T01:30:00,0,1
701,2025-06-17T00:45:00,0,2
702,2025-06-17T00:30:00,0,2
703,2025-06-17T00:15:00,0,2
704,2025-06-16T23:45:00,129,140
705,2025-06-16T23:30:00,1,1
706,2025-06-16T23:15:00,1,15
707,2025-06-16T23:00:00,1,22
708,2025-06-16T22:45:00,0,14
709,2025-06-16T22:30:00,6,35
710,2025-06-16T22:15:00,10,20
711,2025-06-16T22:00:00,12,36
712,2025-06-16T21:45:00,4,31
713,2025-06-16T21:30:00,11,39
714,2025-06-16T21:15:00,6,14
715,2025-06-16T21:00:00,25,30
716,2025-06-16T20:45:00,44,43
717,2025-06-16T20:30:00,49,34
718,2025-06-16T20:15:00,33,45
719,2025-06-16T20:00:00,19,33
720,2025-06-16T19:45:00,38,41
721,2025-06-16T19:30:00,83,79
722,2025-06-16T19:15:00,35,46
723,2025-06-16T19:00:00,84,73
724,2025-06-16T18:45:00,100,91
725,2025-06-16T18:30:00,71,66
726,2025-06-16T18:15:00,77,62
727,2025-06-16T18:00:00,89,79
728,2025-06-16T17:45:00,80,76
729,2025-06-16T17:30:00,184,139
730,2025-06-16T17:15:00,68,85
731,2025-06-16T17:00:00,69,98
732,2025-06-16T16:45:00,117,118
733,2025-06-16T16:30:00,149,137
734,2025-06-16T16:15:00,110,116
